group,model,dataset,mode,class,iou,AP
real,late_fusion_tuned,lidar128,vc,pedestrian,0.3,0.32
real,late_fusion_tuned,lidar128,vc,pedestrian,0.5,0.138
real,late_fusion_tuned,lidar128,vc,pedestrian,0.7,0.01
real,late_fusion_tuned,lidar128,vc,truck,0.3,0.287
real,late_fusion_tuned,lidar128,vc,truck,0.5,0.233
real,late_fusion_tuned,lidar128,vc,truck,0.7,0.057
real,late_fusion_tuned,lidar128,vc,vehicle,0.3,0.492
real,late_fusion_tuned,lidar128,vc,vehicle,0.5,0.453
real,late_fusion_tuned,lidar128,vc,vehicle,0.7,0.275
real,late_fusion_tuned,lidar64,i2i,mAP,0.3,0.6
real,late_fusion_tuned,lidar64,i2i,mAP,0.5,0.511
real,late_fusion_tuned,lidar64,i2i,mAP,0.7,0.237
real,late_fusion_tuned,lidar64,i2i,pedestrian,0.3,0.479
real,late_fusion_tuned,lidar64,i2i,pedestrian,0.5,0.284
real,late_fusion_tuned,lidar64,i2i,pedestrian,0.7,0.02
real,late_fusion_tuned,lidar64,i2i,truck,0.3,0.599
real,late_fusion_tuned,lidar64,i2i,truck,0.5,0.554
real,late_fusion_tuned,lidar64,i2i,truck,0.7,0.243
real,late_fusion_tuned,lidar64,i2i,vehicle,0.3,0.723
real,late_fusion_tuned,lidar64,i2i,vehicle,0.5,0.697
real,late_fusion_tuned,lidar64,i2i,vehicle,0.7,0.449
real,late_fusion_tuned,lidar64,ic,mAP,0.3,0.396
real,late_fusion_tuned,lidar64,ic,mAP,0.5,0.327
real,late_fusion_tuned,lidar64,ic,mAP,0.7,0.141
real,late_fusion_tuned,lidar64,ic,pedestrian,0.3,0.33
real,late_fusion_tuned,lidar64,ic,pedestrian,0.5,0.169
real,late_fusion_tuned,lidar64,ic,pedestrian,0.7,0.01
real,late_fusion_tuned,lidar64,ic,truck,0.3,0.248
real,late_fusion_tuned,lidar64,ic,truck,0.5,0.224
real,late_fusion_tuned,lidar64,ic,truck,0.7,0.102
real,late_fusion_tuned,lidar64,ic,vehicle,0.3,0.61
real,late_fusion_tuned,lidar64,ic,vehicle,0.5,0.588
real,late_fusion_tuned,lidar64,ic,vehicle,0.7,0.31
real,late_fusion_tuned,lidar64,v2v,mAP,0.3,0.176
real,late_fusion_tuned,lidar64,v2v,mAP,0.5,0.138
real,late_fusion_tuned,lidar64,v2v,mAP,0.7,0.067
real,late_fusion_tuned,lidar64,v2v,pedestrian,0.3,0.179
real,late_fusion_tuned,lidar64,v2v,pedestrian,0.5,0.094
real,late_fusion_tuned,lidar64,v2v,pedestrian,0.7,0.006
real,late_fusion_tuned,lidar64,v2v,truck,0.3,0.061
real,late_fusion_tuned,lidar64,v2v,truck,0.5,0.048
real,late_fusion_tuned,lidar64,v2v,truck,0.7,0.009
real,late_fusion_tuned,lidar64,v2v,vehicle,0.3,0.286
real,late_fusion_tuned,lidar64,v2v,vehicle,0.5,0.271
real,late_fusion_tuned,lidar64,v2v,vehicle,0.7,0.186
real,late_fusion_tuned,lidar64,vc,mAP,0.3,0.208
real,late_fusion_tuned,lidar64,vc,mAP,0.5,0.152
real,late_fusion_tuned,lidar64,vc,mAP,0.7,0.064
real,late_fusion_tuned,lidar64,vc,pedestrian,0.3,0.211
real,late_fusion_tuned,lidar64,vc,pedestrian,0.5,0.082
real,late_fusion_tuned,lidar64,vc,pedestrian,0.7,0.005
real,late_fusion_tuned,lidar64,vc,truck,0.3,0.085
real,late_fusion_tuned,lidar64,vc,truck,0.5,0.067
real,late_fusion_tuned,lidar64,vc,truck,0.7,0.011
real,late_fusion_tuned,lidar64,vc,vehicle,0.3,0.329
real,late_fusion_tuned,lidar64,vc,vehicle,0.5,0.306
real,late_fusion_tuned,lidar64,vc,vehicle,0.7,0.178
